종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"289010","아이스크림에듀","KOSDAQ","중견기업부","1830","-22","-1.19","1852","1852","1830","16189","29694188","25519818480","13945256"
"214430","아이쓰리시스템","KOSDAQ","우량기업부","76800","4600","6.37","72700","77700","72500","64872","4934866500","561194112000","7307215"
"040910","아이씨디","KOSDAQ","투자주의환기종목(소속부없음)","3955","40","1.02","3915","4020","3810","15995","63075550","73461257625","18574275"
"368600","아이씨에이치","KOSDAQ","기술성장기업부","1280","-26","-1.99","1306","1351","1277","66691","87409806","22449082880","17538346"
"456010","아이씨티케이","KOSDAQ","기술성장기업부","16500","880","5.63","15620","16570","15580","325542","5275741085","221441154000","13420676"
"052860","아이앤씨","KOSDAQ","벤처기업부","2305","15","0.66","2290","2310","2285","11516","26410155","41173878470","17862854"
"464500","아이언디바이스","KOSDAQ","기술성장기업부","2905","70","2.47","2840","2915","2840","45996","132260800","40563279015","13963263"
"010780","아이에스동서","KOSPI",,"24600","450","1.86","24150","24850","23750","69999","1702809225","742599609600","30186976"
"212710","아이에스티이","KOSDAQ","기술성장기업부","8570","370","4.51","8350","8650","8260","52300","446252690","80647796460","9410478"
"038880","아이에이","KOSDAQ","투자주의환기종목(소속부없음)","160","2","1.27","159","160","158","594750","94380474","60115388000","375721175"
"307180","아이엘","KOSDAQ","벤처기업부","3200","-165","-4.90","3335","3400","3170","614232","1995755116","91493529600","28591728"
"403810","아이엘커누스","KONEX","일반기업부","2500","300","13.64","2500","2500","1872","7","16812","23229740000","9291896"
"101390","아이엠","KOSDAQ","관리종목(소속부없음)","396","0","0.00","0","0","0","0","0","5140810224","12981844"
"461030","아이엠비디엑스","KOSDAQ","기술성장기업부","10290","-110","-1.06","10380","10700","10230","61971","643940780","144242647500","14017750"
"456570","아이엠지티","KONEX","일반기업부","22900","500","2.23","22400","23000","22000","4687","106780500","118289583600","5165484"
"451220","아이엠티","KOSDAQ","기술성장기업부","9350","-70","-0.74","9450","9590","9310","28839","270143070","73627612850","7874611"
"447690","아이오바이오","KONEX","일반기업부","3300","230","7.49","3300","3300","3300","1","3300","8679844800","2630256"
"090150","아이윈","KOSDAQ","중견기업부","721","-1","-0.14","730","740","718","56790","41040281","30192086253","41875293"
"123010","아이윈플러스","KOSDAQ","기술성장기업부","1187","-16","-1.33","1195","1222","1186","160479","192189183","38765689354","32658542"
"031310","아이즈비전","KOSDAQ","중견기업부","1533","-3","-0.20","1553","1578","1525","97884","151587307","40402280919","26355043"
"462980","아이지넷","KOSDAQ","기술성장기업부","1900","13","0.69","1888","1940","1887","28528","54171399","34645430300","18234437"
"185490","아이진","KOSDAQ","벤처기업부","1554","5","0.32","1566","1629","1537","1005531","1583302402","67179084336","43229784"
"059100","아이컴포넌트","KOSDAQ","벤처기업부","5240","0","0.00","5270","5300","5200","7890","41280790","37051306400","7070860"
"149010","아이케이세미콘","KONEX","일반기업부","5190","0","0.00","5190","5190","5190","1","5190","16192800000","3120000"
"262840","아이퀘스트","KOSDAQ","벤처기업부","1875","0","0.00","1875","1875","1862","4174","7808785","39626071875","21133905"
"175250","아이큐어","KOSDAQ","관리종목(소속부없음)","2170","0","0.00","0","0","0","0","0","81501658560","37558368"
"052460","아이크래프트","KOSDAQ","중견기업부","2730","0","0.00","2730","2750","2720","6680","18238000","39879665280","14607936"
"119830","아이텍","KOSDAQ","중견기업부","5290","60","1.15","5240","5320","5230","68910","363464220","117001797180","22117542"
"052770","아이톡시","KOSDAQ","관리종목(소속부없음)","247","0","0.00","0","0","0","0","0","14393949453","58275099"
"124500","아이티센글로벌","KOSDAQ","중견기업부","27350","3400","14.20","24100","27800","24100","1621891","43320141125","634643813450","23204527"
"031820","아이티센씨티에스","KOSPI",,"593","6","1.02","588","596","588","175079","103789794","71783519338","121051466"
"010280","아이티센엔텍","KOSDAQ","중견기업부","1015","17","1.70","1018","1040","1004","389336","397128977","66100642790","65123786"
"243870","아이티센코어","KONEX","일반기업부","10400","0","0.00","0","0","0","0","0","30083362400","2892631"
"232830","아이티센피엔에스","KOSDAQ","벤처기업부","2380","-10","-0.42","2420","2435","2315","36179","86150897","39350267880","16533726"
"372800","아이티아이즈","KOSDAQ","벤처기업부","4730","-10","-0.21","4740","4840","4650","5362","25296700","28602262700","6046990"
"084850","아이티엠반도체","KOSDAQ GLOBAL","중견기업부","10210","-10","-0.10","10490","10490","10130","11314","115494340","231592756140","22682934"
"309710","아이티켐","KOSDAQ","기술성장기업부","34500","-100","-0.29","35000","35400","33900","63357","2186940700","434113534500","12583001"
"114840","아이패밀리에스씨","KOSDAQ","우량기업부","14420","630","4.57","13930","14580","13930","38412","550178635","249752958000","17319900"
"027360","아주IB투자","KOSDAQ","벤처기업부","3800","425","12.59","3485","3800","3485","3710088","13526513865","460352542800","121145406"
"139990","아주스틸","KOSPI",,"3405","-35","-1.02","3405","3455","3405","7171","24485305","131962184670","38755414"
"032080","아즈텍WB","KOSDAQ","중견기업부","1273","-16","-1.24","1295","1295","1271","3203","4086167","27358079917","21491029"
"013310","아진산업","KOSDAQ","우량기업부","2980","20","0.68","2965","3000","2945","48559","144504340","115643614360","38806582"
"059120","아진엑스텍","KOSDAQ","벤처기업부","9400","700","8.05","8760","9470","8660","276755","2561895395","91636802400","9748596"
"009320","아진전자부품","KOSPI",,"953","24","2.58","932","970","932","69759","66604083","46982680810","49299770"
"0007C0","아크릴","KOSDAQ","기술성장기업부","40350","-3100","-7.13","41900","44500","39950","610103","25816394025","322006073400","7980324"
"203690","아크솔루션스","KOSDAQ","관리종목(소속부없음)","4425","0","0.00","0","0","0","0","0","76921522875","17383395"
"158430","아톤","KOSDAQ","벤처기업부","6570","230","3.63","6420","6810","6410","388595","2592215695","160847344440","24482092"
"200350","아티스트스튜디오","KOSDAQ","기술성장기업부","5850","0","0.00","6120","6120","5640","7122","41637480","58476746250","9996025"
"321820","아티스트컴퍼니","KOSDAQ","기술성장기업부","4095","15","0.37","4085","4180","4070","8147","33417810","63846684720","15591376"
"149300","아퓨어스","KONEX","일반기업부","32","-5","-13.51","33","36","32","249079","8147983","1455560064","45486252"
"102950","아하","KONEX","일반기업부","1825","39","2.18","2035","2035","1810","1523","2770811","23947472975","13121903"
"001540","안국약품","KOSDAQ","우량기업부","8990","-50","-0.55","9050","9120","8940","31201","281207260","117251355800","13042420"
"053800","안랩","KOSDAQ","우량기업부","63400","400","0.63","63000","63500","62800","31032","1961503250","705420480400","11126506"
"251280","안지오랩","KONEX","일반기업부","2445","35","1.45","2480","2480","2410","112","270385","8537622150","3491870"
"065660","안트로젠","KOSDAQ","기술성장기업부","41350","1400","3.50","39950","41400","39500","19238","778673500","413752235000","10006100"
"297570","알로이스","KOSDAQ","벤처기업부","1219","-8","-0.65","1227","1227","1202","55531","67643016","42203264742","34621218"
"001780","알루코","KOSPI",,"2235","130","6.18","2170","2325","2150","4420960","9895704772","216415345020","96830132"
"260660","알리코제약","KOSDAQ","중견기업부","4690","20","0.43","4780","4840","4455","2187772","10192359292","71883728490","15327021"
"354320","알멕","KOSDAQ","기술성장기업부","20150","520","2.65","19880","20350","19680","3084","61862320","128786327150","6391381"
"361570","알비더블유","KOSDAQ","중견기업부","1939","7","0.36","1925","1967","1925","127231","247289260","55733241249","28743291"
"131370","알서포트","KOSDAQ","벤처기업부","2575","20","0.78","2545","2585","2545","25306","65114920","137162738725","53267083"
"140670","알에스오토메이션","KOSDAQ","벤처기업부","17130","1480","9.46","15030","18830","14500","3228074","55164003395","159362788200","9303140"
"096610","알에프세미","KOSDAQ","투자주의환기종목(소속부없음)","2965","0","0.00","0","0","0","0","0","51550708615","17386411"
"061040","알에프텍","KOSDAQ","중견기업부","2015","34","1.72","1995","2020","1983","21525","43210385","64659856885","32089259"
"148250","알엔투테크놀로지","KOSDAQ","벤처기업부","3955","-260","-6.17","4310","4310","3915","67841","270496124","37361587760","9446672"
"476830","알지노믹스","KOSDAQ","기술성장기업부","152100","35100","30.00","152100","152100","152100","1080921","164408049000","2092287600000","13756000"
"347860","알체라","KOSDAQ","벤처기업부","2470","85","3.56","2385","2525","2385","280477","695338210","95616073670","38710961"
"196170","알테오젠","KOSDAQ GLOBAL","우량기업부","443500","-4500","-1.00","452500","452500","441000","210913","93780969750","23729816978000","53505788"
"123750","알톤","KOSDAQ","중견기업부","1313","8","0.61","1305","1435","1305","158524","214939975","16735887961","12746297"
"459550","알트","KOSDAQ","중견기업부","3965","95","2.45","3925","4045","3785","1364174","5355028512","99393704085","25067769"
"085810","알티캐스트","KOSDAQ","중견기업부","591","11","1.90","589","605","587","476777","284160183","35935927572","60805292"
"043100","알파AI","KOSDAQ","벤처기업부","1745","-12","-0.68","1757","1789","1731","52669","92938106","35092089600","20110080"
"117670","알파칩스","KOSDAQ","관리종목(소속부없음)","8610","10","0.12","8540","8670","8430","3619","31125280","57357598620","6661742"
"314140","알피바이오","KOSDAQ","중견기업부","7480","90","1.22","7400","7490","7390","22873","170042420","64824380280","8666361"
"291650","압타머사이언스","KOSDAQ","기술성장기업부","775","31","4.17","744","780","744","148825","114183422","31199246300","40257092"
"293780","압타바이오","KOSDAQ","기술성장기업부","9940","-180","-1.78","10210","10890","9890","405384","4195440530","267200718400","26881360"
"018250","애경산업","KOSPI",,"13700","30","0.22","13690","13790","12950","44088","597733035","361816109500","26409935"
"161000","애경케미칼","KOSPI",,"10410","290","2.87","10150","10500","10140","74153","767323275","506433060690","48648709"
"390110","애니메디솔루션","KONEX","일반기업부","2150","-5","-0.23","2155","2195","1835","19","39055","19687651050","9157047"
"310200","애니플러스","KOSDAQ","중견기업부","3520","5","0.14","3550","3590","3510","117598","417687890","183613182720","52162836"
"179530","애드바이오텍","KOSDAQ","기술성장기업부","2135","-95","-4.26","2230","2285","2110","119968","261480327","34929409165","16360379"
"397810","애드포러스","KOSDAQ","벤처기업부","8330","230","2.84","8100","8430","7860","76573","622495560","42989214100","5160770"
"900100","애머릿지","KOSDAQ","외국기업(소속부없음)","627","-6","-0.95","633","660","604","387747","241343963","28865382084","46037292"
"052790","액토즈소프트","KOSDAQ","중견기업부","6170","0","0.00","6200","6200","6100","1780","10953960","69910036460","11330638"
"290740","액트로","KOSDAQ","벤처기업부","15200","1510","11.03","13820","15300","12450","321094","4519466465","152988167200","10065011"
"238090","앤디포스","KOSDAQ","벤처기업부","1914","50","2.68","1873","1948","1865","48365","92692349","45058053942","23541303"
"092600","앤씨앤","KOSDAQ","관리종목(소속부없음)","549","-11","-1.96","565","576","547","12672","6976591","13770850833","25083517"
"129890","앱코","KOSDAQ","벤처기업부","1330","3","0.23","1327","1339","1321","380972","507228885","60575650660","45545602"
"174900","앱클론","KOSDAQ","관리종목(소속부없음)","39800","-2600","-6.13","42400","42500","38350","450400","18070886850","759899370200","19092949"
"109960","앱토크롬","KOSDAQ","투자주의환기종목(소속부없음)","270","-3","-1.10","272","281","268","194100","52744065","59613102630","220789269"
"270520","앱튼","KOSDAQ","벤처기업부","363","-6","-1.63","374","390","356","810547","301344782","71361860361","196589147"
"255440","야스","KOSDAQ","벤처기업부","9750","180","1.88","9570","10300","9500","105288","1044949490","127315500000","13058000"
"030960","양지사","KOSDAQ","중견기업부","8190","-120","-1.44","8280","8300","8190","62704","516654000","130876200000","15980000"
"102120","어보브반도체","KOSDAQ","벤처기업부","10790","480","4.66","10500","10820","10500","91518","980943675","191854324870","17780753"
"238120","얼라인드","KOSDAQ","기술성장기업부","3895","25","0.65","3995","3995","3805","10238","39808880","56005799920","14378896"
"224810","엄지하우스","KONEX","일반기업부","2285","0","0.00","0","0","0","0","0","9597000000","4200000"
"019990","에너토크","KOSDAQ","중견기업부","7510","110","1.49","7400","7650","7400","37059","280411850","73268220880","9756088"
"011090","에넥스","KOSPI",,"587","7","1.21","583","590","577","154049","90129004","35215093267","59991641"
"435570","에르코스","KOSDAQ","벤처기업부","12810","70","0.55","13030","13300","12790","221053","2879277540","97573552230","7616983"
"270660","에브리봇","KOSDAQ","벤처기업부","20600","1690","8.94","19160","20950","19050","207149","4192851760","254844454000","12371090"
"038680","에스넷","KOSDAQ","우량기업부","3520","45","1.29","3495","3545","3495","51487","181031615","70092499840","19912642"
"137310","에스디바이오센서","KOSPI",,"9210","10","0.11","9270","9300","9190","46625","430924380","1121309229420","121749102"
"217480","에스디생명공학","KOSDAQ","관리종목(소속부없음)","499","0","0.00","0","0","0","0","0","54756837359","109733141"
"121890","에스디시스템","KOSDAQ","중견기업부","1823","30","1.67","1800","1830","1730","32103","57268470","24230306058","13291446"
"304360","에스바이오메딕스","KOSDAQ","벤처기업부","30050","-250","-0.83","30650","31050","29800","48931","1480988450","359071386550","11949131"
"389500","에스비비테크","KOSDAQ","기술성장기업부","41350","-200","-0.48","41550","43600","39700","493328","20492086675","261906930400","6333904"
"042110","에스씨디","KOSDAQ","우량기업부","1322","-1","-0.08","1323","1323","1311","65195","85904365","63891683608","48329564"
"298060","에스씨엠생명과학","KOSDAQ","관리종목(소속부없음)","1036","0","0.00","1036","1056","1033","22754","23568899","45794490336","44203176"
"065420","에스아이리소스","KOSDAQ","중견기업부","267","0","0.00","267","273","262","893719","239705107","19111138833","71577299"
"270210","에스알바이오텍","KONEX","일반기업부","20000","-550","-2.68","20900","20900","20000","15","303600","33289060000","1664453"
"103230","에스앤더블류","KOSDAQ","중견기업부","4230","20","0.48","4210","4300","4210","12078","51138750","30456000000","7200000"
"260970","에스앤디","KOSDAQ","우량기업부","72600","-1800","-2.42","75100","75100","71800","39988","2909735200","210013940400","2892754"
"101490","에스앤에스텍","KOSDAQ","우량기업부","49000","3450","7.57","46900","49300","46300","164744","7948751225","1045409071000","21334879"
"095910","에스에너지","KOSDAQ","중견기업부","1119","-10","-0.89","1133","1141","1117","61296","68748022","25628256699","22902821"
"275630","에스에스알","KOSDAQ","벤처기업부","2900","25","0.87","2895","2915","2875","9231","26783997","17452168100","6017989"
"031330","에스에이엠티","KOSDAQ","우량기업부","3830","20","0.52","3860","3895","3825","416259","1609174498","382981106610","99995067"
"060540","에스에이티","KOSDAQ","중견기업부","1372","14","1.03","1361","1392","1345","168404","230961449","35854895832","26133306"
"056190","에스에프에이","KOSDAQ GLOBAL","우량기업부","23850","300","1.27","23650","24000","23500","20533","487394125","856423926000","35908760"
"0008Z0","에스엔시스","KOSDAQ","벤처기업부","32100","1800","5.94","30350","33050","30350","117294","3757975925","302913704400","9436564"
"005850","에스엘","KOSPI",,"43800","650","1.51","44400","44450","42900","105626","4634593100","2034445176000","46448520"
"246250","에스엘에스바이오","KOSDAQ","관리종목(소속부없음)","1969","0","0.00","0","0","0","0","0","30220617614","15348206"
"041510","에스엠","KOSDAQ GLOBAL","우량기업부","117700","600","0.51","118000","118200","116100","45175","5279592500","2694705013000","22894690"
"010580","에스엠벡셀","KOSPI",,"1960","-5","-0.25","1977","2000","1939","118565","234206981","218053449600","111251760"
"460870","에스엠씨지","KOSDAQ","벤처기업부","3930","25","0.64","3985","3990","3920","29354","116048925","78396834720","19948304"
"007820","에스엠코어","KOSDAQ","벤처기업부","4445","185","4.34","4305","4575","4260","251320","1114958567","89050889970","20033946"
"464080","에스오에스랩","KOSDAQ","기술성장기업부","11300","-150","-1.31","11500","11660","11120","398437","4525814370","201106495500","17797035"
"109610","에스와이","KOSDAQ","중견기업부","3095","20","0.65","3075","3100","3055","62130","191418490","151368403000","48907400"
"365330","에스와이스틸텍","KOSDAQ","중견기업부","3400","-45","-1.31","3415","3435","3345","563993","1911157033","170581400000","50171000"
"012750","에스원","KOSPI",,"77100","300","0.39","77800","78000","76200","16293","1259670700","2929736623800","37999178"
"306040","에스제이그룹","KOSDAQ","우량기업부","7760","-80","-1.02","7530","8380","7480","1186647","9341677315","76558825280","9865828"
"217910","에스제이켐","KONEX","일반기업부","443","48","12.15","452","452","336","112","38966","6197801246","13990522"
"398120","에스지헬스케어","KOSDAQ","벤처기업부","3120","30","0.97","3150","3185","3090","11322","35625140","35286264000","11309700"
"457940","에스케이증권제10호스팩","KOSDAQ","SPAC(소속부없음)","2085","-5","-0.24","2085","2085","2085","4265","8892525","6901350000","3310000"
"472230","에스케이증권제11호스팩","KOSDAQ","SPAC(소속부없음)","2040","0","0.00","2035","2040","2035","1013","2061520","8476200000","4155000"
"473000","에스케이증권제12호스팩","KOSDAQ","SPAC(소속부없음)","2045","-5","-0.24","2045","2045","2045","11","22495","6768950000","3310000"
"473950","에스케이증권제13호스팩","KOSDAQ","SPAC(소속부없음)","2035","5","0.25","2020","2035","2010","24287","49030205","8994700000","4420000"
"455910","에스케이증권제9호스팩","KOSDAQ","SPAC(소속부없음)","2095","0","0.00","0","0","0","0","0","10516900000","5020000"
"475660","에스켐","KOSDAQ","기술성장기업부","5610","-150","-2.60","5670","5780","5610","13816","78365690","44486374350","7929835"
"096630","에스코넥","KOSDAQ","중견기업부","613","2","0.33","611","617","607","93249","57102702","48660930608","79381616"
"069510","에스텍","KOSDAQ","우량기업부","16000","-100","-0.62","16230","16400","15880","6691","106901970","174560000000","10910000"
"488280","에스투더블유","KOSDAQ","기술성장기업부","35700","1600","4.69","34300","37350","33800","1279030","45773388900","380357189100","10654263"
"234300","에스트래픽","KOSDAQ","우량기업부","3540","0","0.00","3510","3550","3490","23977","84429536","96315541200","27207780"
"039440","에스티아이","KOSDAQ","우량기업부","30900","1400","4.75","30400","31050","29700","287113","8756744500","489147000000","15830000"
"098660","에스티오","KOSDAQ","중견기업부","1786","-22","-1.22","1806","1808","1772","13001","23135724","22326743136","12500976"
"052020","에스티큐브","KOSDAQ","투자주의환기종목(소속부없음)","7850","-420","-5.08","8230","8270","7410","304120","2428495915","533668834350","67983291"
"237690","에스티팜","KOSDAQ GLOBAL","우량기업부","123800","-3900","-3.05","130300","130600","123600","112405","14152657050","2562868479200","20701684"
"050760","에스폴리텍","KOSDAQ","중견기업부","1390","-32","-2.25","1434","1434","1371","34395","47752059","22705202420","16334678"
"288620","에스퓨얼셀","KOSDAQ","벤처기업부","10920","120","1.11","10800","11050","10800","5818","63564295","76214130720","6979316"
"443670","에스피소프트","KOSDAQ","중견기업부","5780","130","2.30","5890","5890","5660","26325","151935835","143005245760","24741392"
"317830","에스피시스템스","KOSDAQ","벤처기업부","12710","280","2.25","12480","13090","12250","853526","10861196990","136935226780","10773818"
"058610","에스피지","KOSDAQ","우량기업부","90200","400","0.45","86300","94200","82600","2985140","264817756650","2000397872000","22177360"
"043340","에쎈테크","KOSDAQ","중견기업부","404","0","0.00","404","409","404","10533","4277850","38380000000","95000000"
"023960","에쓰씨엔지니어링","KOSPI",,"1353","-23","-1.67","1380","1444","1353","228429","317092970","51462674175","38035975"
"163280","에어레인","KOSDAQ","기술성장기업부","13800","230","1.69","13650","13900","13500","28084","387988570","112812088200","8174789"
"298690","에어부산","KOSPI",,"1760","16","0.92","1755","1764","1737","97842","171738393","205286400000","116640000"
"054630","에이디칩스","KOSDAQ","관리종목(소속부없음)","229","-68","-22.90","233","249","220","1328412","305783545","1825346634","7970946"
"200710","에이디테크놀로지","KOSDAQ","중견기업부","28700","1750","6.49","27700","29000","27350","193349","5483353675","385751591400","13440822"
"475580","에이럭스","KOSDAQ","벤처기업부","10120","780","8.35","9860","10250","9730","358515","3616532930","137883988000","13624900"
"096690","에이루트","KOSDAQ","중견기업부","1926","1","0.05","1909","1940","1903","15944","30657513","46487964078","24137053"
"140910","에이리츠","KOSPI",,"3130","0","0.00","0","0","0","0","0","13969290160","4463032"
"078520","에이블씨엔씨","KOSPI",,"11100","-120","-1.07","11220","11260","10990","268219","2982045920","288757187100","26014161"
"298380","에이비엘바이오","KOSDAQ","기술성장기업부","184300","-6100","-3.20","193900","194100","183000","576163","107597896100","10159567909500","55125165"
"203400","에이비온","KOSDAQ","기술성장기업부","2970","260","9.59","2465","3145","2465","11074760","31997094743","148667151600","50056280"
"195990","에이비프로바이오","KOSDAQ","투자주의환기종목(소속부없음)","268","3","1.13","266","273","265","878940","236316999","76296845228","284689721"
"003800","에이스침대","KOSDAQ","우량기업부","31300","-100","-0.32","31400","31700","31200","1768","55554200","347117000000","11090000"
"088800","에이스테크","KOSDAQ","중견기업부","3070","40","1.32","3045","3140","3040","107878","333558337","231804752380","75506434"
"241840","에이스토리","KOSDAQ","중견기업부","7150","0","0.00","7170","7230","7100","7354","52764290","68210957100","9539994"
"364950","에이아이코리아","KOSDAQ","벤처기업부","8730","330","3.93","8420","8950","8380","101982","887035830","72427964850","8296445"
"453860","에이에스텍","KOSDAQ","벤처기업부","16830","-30","-0.18","16880","17020","16600","6036","101467350","95210928450","5657215"
"312610","에이에프더블류","KOSDAQ","벤처기업부","1373","-11","-0.79","1400","1400","1355","22588","30908685","27812707224","20256888"
"015260","에이엔피","KOSPI",,"457","-3","-0.65","460","460","454","28612","13051232","20618420558","45116894"
"172670","에이엘티","KOSDAQ","벤처기업부","11180","720","6.88","10500","11450","10300","101827","1118044325","100175695620","8960259"
"495900","에이엠시지","KONEX","일반기업부","10850","0","0.00","0","0","0","0","0","53331916400","4915384"
"234070","에이원알폼","KONEX","일반기업부","923","0","0.00","0","0","0","0","0","6424728869","6960703"
"481070","에이유브랜즈","KOSDAQ","중견기업부","21750","100","0.46","21650","21900","20900","13927","298363800","307980000000","14160000"
"060900","에이전트AI","KOSDAQ","중견기업부","1201","0","0.00","0","0","0","0","0","47932791534","39910734"
"445090","에이직랜드","KOSDAQ","벤처기업부","26900","950","3.66","26650","27100","26400","11431","305745800","292447654000","10871660"
"295310","에이치브이엠","KOSDAQ","기술성장기업부","51300","8600","20.14","48850","55500","48850","2104782","110945263050","610569060300","11901931"
"072990","에이치시티","KOSDAQ","우량기업부","5800","0","0.00","5800","5940","5800","26870","156798980","83555994800","14406206"
"044990","에이치엔에스하이텍","KOSDAQ","기술성장기업부","16780","210","1.27","16650","16950","16650","62456","1048329585","128961431500","7685425"
"239610","에이치엘사이언스","KOSDAQ","벤처기업부","8200","50","0.61","8390","8390","8090","715","5830670","44215343000","5392115"
"036170","에이치엠넥스","KOSDAQ","중견기업부","859","-11","-1.26","870","877","856","44049","38059211","52713072734","61365626"
"462020","에이치엠씨제6호스팩","KOSDAQ","SPAC(소속부없음)","2070","-5","-0.24","2070","2070","2070","1","2070","8994150000","4345000"
"477340","에이치엠씨제7호스팩","KOSDAQ","SPAC(소속부없음)","2015","0","0.00","2020","2020","2010","1560","3141620","15132650000","7510000"
"148930","에이치와이티씨","KOSDAQ","중견기업부","3105","-15","-0.48","3120","3125","3050","8547","26293735","31594036365","10175213"
"044780","에이치케이","KOSDAQ","벤처기업부","1387","6","0.43","1395","1396","1380","23797","32955203","25667526569","18505787"
"357230","에이치피오","KOSDAQ","우량기업부","2460","-10","-0.40","2445","2480","2445","8553","21039875","101581950960","41293476"
"355690","에이텀","KOSDAQ","기술성장기업부","4430","-170","-3.70","4600","4655","4330","30657","137046021","23944061400","5404980"
"071670","에이테크솔루션","KOSDAQ","중견기업부","5680","20","0.35","5740","5740","5680","5135","29236910","56800000000","10000000"
"045660","에이텍","KOSDAQ","벤처기업부","10190","130","1.29","10100","10290","10100","10992","112499065","84169400000","8260000"
"224110","에이텍모빌리티","KOSDAQ","벤처기업부","10000","110","1.11","9920","10150","9920","6000","60214515","53400000000","5340000"
"021080","에이티넘인베스트","KOSDAQ","우량기업부","3175","-35","-1.09","3230","3290","3120","758825","2409703206","152400000000","48000000"
"200470","에이팩트","KOSDAQ","중견기업부","6280","280","4.67","6230","6530","6160","1561216","9847252260","266033944040","42362093"
"207490","에이펙스인텍","KONEX","일반기업부","6580","190","2.97","6210","6580","6210","2","12790","23688000000","3600000"
"262260","에이프로","KOSDAQ","우량기업부","5630","80","1.44","5600","5700","5580","19138","107863680","81455695760","14468152"
"007460","에이프로젠","KOSPI",,"746","-4","-0.53","750","777","741","1401198","1055034027","245661552380","329305030"
"003060","에이프로젠바이오로직스","KOSPI",,"576","-8","-1.37","584","586","573","213494","123735276","114282918720","198407845"
"397030","에이프릴바이오","KOSDAQ","기술성장기업부","46850","-3850","-7.59","50700","50800","46500","1315378","62923776725","1087310073100","23208326"
"244920","에이플러스에셋","KOSPI",,"9600","40","0.42","9340","9670","9340","73101","698289755","217033852800","22607693"
"278470","에이피알","KOSPI",,"243000","0","0.00","246500","247500","240500","134417","32659481750","9095649165000","37430655"
"0009K0","에임드바이오","KOSDAQ","기술성장기업부","67000","-3400","-4.83","69000","71000","66300","1335790","90740607150","4298462787000","64156161"
"230240","에치에프알","KOSDAQ","우량기업부","13390","1350","11.21","12040","13450","12040","210677","2760069305","178207510000","13309000"
"159910","에코글로우","KOSDAQ","중견기업부","693","-10","-1.42","700","714","690","38616","27070791","36268491105","52335485"
"230360","에코마케팅","KOSDAQ","우량기업부","11380","-40","-0.35","11430","11650","11340","63195","727726490","352765866040","30998758"
"038870","에코바이오","KOSDAQ","중견기업부","3220","5","0.16","3190","3315","3190","38291","123697613","45128135780","14014949"
"097780","에코볼트","KOSDAQ","중견기업부","899","-8","-0.88","907","914","893","20115","18062221","60889573862","67730338"
"448280","에코아이","KOSDAQ","중견기업부","10930","-200","-1.80","11160","11250","10920","70999","783705160","323868239970","29631129"
"101360","에코앤드림","KOSDAQ","벤처기업부","19220","140","0.73","19210","19390","19130","48663","937815230","341849111080","17786114"
"128540","에코캡","KOSDAQ","우량기업부","1768","10","0.57","1759","1792","1759","30681","54305335","47188733280","26690460"
"086520","에코프로","KOSDAQ GLOBAL","중견기업부","98700","1900","1.96","97700","100000","96000","1732053","169969755050","13401106202400","135776152"
"450080","에코프로머티","KOSPI",,"57100","2100","3.82","56100","57400","55100","120235","6795089050","4028904853400","70558754"
"247540","에코프로비엠","KOSDAQ GLOBAL","우량기업부","159300","4300","2.77","156800","159800","153500","203108","32021497650","15579754099200","97801344"
"383310","에코프로에이치엔","KOSDAQ","우량기업부","25950","400","1.57","26000","26150","25800","17277","449072225","544299485400","20974932"
"038110","에코플라스틱","KOSDAQ","우량기업부","3110","95","3.15","3020","3140","3020","215737","668937412","128036740700","41169370"
"073540","에프알텍","KOSDAQ","벤처기업부","2020","10","0.50","2010","2215","2010","104336","218464852","23028000000","11400000"
"064850","에프앤가이드","KOSDAQ","벤처기업부","8870","30","0.34","8840","8880","8780","4182","36876720","101209644840","11410332"
"036810","에프에스티","KOSDAQ","우량기업부","34800","4550","15.04","30800","35500","30500","584245","19820334000","764080910400","21956348"
"173940","에프엔씨엔터","KOSDAQ","중견기업부","4100","40","0.99","4020","4160","4015","7340","30108365","63110512800","15392808"
"083500","에프엔에스테크","KOSDAQ","우량기업부","14530","230","1.61","14460","14870","14460","55645","814573980","124605240660","8575722"
"446440","에피바이오텍","KONEX","일반기업부","14630","0","0.00","0","0","0","0","0","33749639770","2306879"
"054940","엑사이엔씨","KOSDAQ","중견기업부","676","1","0.15","685","685","670","51773","34872369","22425318448","33173548"
"950130","엑세스바이오","KOSDAQ","외국기업(소속부없음)","3930","315","8.71","3615","3995","3575","239369","922300859","148270379760","37727832"
"373110","엑셀세라퓨틱스","KOSDAQ","기술성장기업부","1784","11","0.62","1773","1794","1769","22650","40339462","30853198896","17294394"
"205100","엑셈","KOSDAQ","벤처기업부","2040","30","1.49","2010","2055","2010","292556","597294448","145783108320","71462308"
"356680","엑스게이트","KOSDAQ","벤처기업부","8020","260","3.35","7860","8020","7790","138269","1096936570","228918805840","28543492"
"070300","엑스큐어","KOSDAQ","벤처기업부","1255","1","0.08","1254","1280","1222","27174","33933950","29250382890","23307078"
"317770","엑스페릭스","KOSDAQ","벤처기업부","2840","30","1.07","2810","2890","2775","112058","319121319","94501514040","33275181"
"373200","엑스플러스","KOSDAQ","벤처기업부","451","-5","-1.10","456","462","428","47396","21142912","49612406536","110005336"
